Rank,Name,Age,City,Gender,Country,Source,Organization,Title,Year,Month,Networth,Category
1575,James Dinan,63,North Salem,M,United States,Hedge funds,York Capital Management,Founder,2023,4,1900,Finance & Investments
1575,Dong Fan,53,Zhuhai,M,China,Medical devices,,,2023,4,1900,Healthcare
1575,Fritz Draexlmaier,,Landshut,M,Germany,Auto parts,,,2023,4,1900,Automotive
1575,Bulent Eczacibasi,73,Istanbul,M,Turkey,"Pharmaceuticals, diversified",,,2023,4,1900,Diversified
1575,Faruk Eczacibasi,68,Istanbul,M,Turkey,"Pharmaceuticals, diversified",,,2023,4,1900,Diversified
1575,Eduardo Eurnekian,90,Buenos Aires,M,Argentina,"Airports, investments",,,2023,4,1900,Diversified
1575,David Fong,65,Hong Kong,M,Hong Kong,Real estate,,,2023,4,1900,Real Estate
1575,Guo Zhenyu & family,59,Kunming,M,China,Cosmetics,,,2023,4,1900,Fashion & Retail
1575,Surjit Kumar Gupta,81,Delhi,M,India,Electrical equipment,,,2023,4,1900,Manufacturing
1575,Caroline Hagen Kjos,39,Wollerau,F,Switzerland,Conglomerate,,,2023,4,1900,Diversified
1575,Roberto Herna&#769;ndez Ramirez,81,Mexico City,M,Mexico,"Banking, investments",,,2023,4,1900,Finance & Investments
1575,Reid Hoffman,55,Palo Alto,M,United States,LinkedIn,Greylock,Partner,2023,4,1900,Technology
1575,Hu Rongda & family,64,Jinhua,M,China,Chemicals,,,2023,4,1900,Manufacturing
1575,"B. Wayne Hughes, Jr.",63,Jackson,M,United States,Storage facilities,,,2023,4,1900,Real Estate
1575,Hui Wing Mau,72,Hong Kong,M,Hong Kong,Real estate,,,2023,4,1900,Real Estate
1575,Scott Kapnick,64,Naples,M,United States,Private equity,,Investor,2023,4,1900,Finance & Investments
1575,Richard Kayne,77,Santa Monica,M,United States,Investments,,,2023,4,1900,Finance & Investments
1575,Dominika Kulczyk,45,London,F,United Kingdom,Diversified,,,2023,4,1900,Finance & Investments
1575,Edward Lampert,60,Miami Beach,M,United States,Sears,ESL Investments Inc.,Founder,2023,4,1900,Finance & Investments
1575,Somsri Lamsam,,Bangkok,M,Thailand,Diversified,,,2023,4,1900,Diversified
1575,James Leprino,85,Indian Hills,M,United States,Cheese,Leprino Foods,Chairman,2023,4,1900,Food & Beverage
1575,David Lichtenstein,61,Monsey,M,United States,Real estate,,,2023,4,1900,Real Estate
1575,Lin Dingqiang & family,56,Beijing,M,China,Real estate,,,2023,4,1900,Real Estate
1575,Sarah MacMillan,69,Los Angeles,F,United States,Cargill,,,2023,4,1900,Food & Beverage
1575,Strive Masiyiwa,62,London,M,United Kingdom,Telecom,,,2023,4,1900,Telecom
1575,Robert Miller,89,Hong Kong,M,Hong Kong,Retail,,,2023,4,1900,Fashion & Retail
1575,Simon Nixon,55,"St. Brelade, Jersey",M,United Kingdom,Price comparison website,,,2023,4,1900,Technology
1575,Kentaro Ogawa,74,Tokyo,M,Japan,Restaurants,,,2023,4,1900,Food & Beverage
1575,Ajay Parekh,65,Mumbai,M,India,Adhesives,,,2023,4,1900,Manufacturing
1575,Narendrakumar Parekh,84,Mumbai,M,India,Adhesives,,,2023,4,1900,Manufacturing
1575,Jennifer Pritzker,72,Chicago,F,United States,"Hotels, investments",Tawani Enterprises,CEO,2023,4,1900,Finance & Investments
1575,G. Rajendran,80,Chennai,M,India,Jewellery,,,2023,4,1900,Fashion & Retail
1575,Ren Jianhua,66,Hangzhou,M,China,Kitchen appliances,,,2023,4,1900,Manufacturing
1575,Larry Robbins,53,Alpine,M,United States,Hedge funds,Glenview Capital Management,Investor,2023,4,1900,Finance & Investments
1575,Dwight Schar,81,Palm Beach,M,United States,"Homebuilding, NFL team",,,2023,4,1900,Construction & Engineering
1575,Shao Jianxiong,,Hangzhou,M,China,Photovoltaics,,,2023,4,1900,Energy
1575,Qinxiang Shao,68,Hangzhou,M,China,Diversified,,,2023,4,1900,Manufacturing
1575,Hua Shen,60,Jiaxing,M,China,Semiconductors,,,2023,4,1900,Technology
1575,Shi Wen-long,95,Tainan,M,Taiwan,Plastics,,,2023,4,1900,Manufacturing
1575,Peter Sondakh,73,Surabaya,M,Indonesia,Investments,,,2023,4,1900,Finance & Investments
1575,Lucy Stitzer,63,Greenwich,F,United States,Cargill,,,2023,4,1900,Food & Beverage
1575,Elizabeth Sy,70,Manila,F,Philippines,Diversified,,,2023,4,1900,Diversified
1575,Hermanto Tanoko,60,Surabaya,M,Indonesia,Paints,,,2023,4,1900,Manufacturing
1575,Mehmet Sinan Tara,64,Istanbul,M,Turkey,Construction,,,2023,4,1900,Construction & Engineering
1575,Masateru Uno & family,76,Fukuoka,M,Japan,Drugstores,,,2023,4,1900,Fashion & Retail
1575,Vardis Vardinoyannis & family,90,Athens,M,Greece,Oil and gas,,,2023,4,1900,Energy
1575,Jitendra Virwani,57,Bangalore,M,India,Real estate,,,2023,4,1900,Real Estate
1575,Wang Chaobin,67,Zhengzhou,M,China,Real estate,,,2023,4,1900,Real Estate
1575,Wang Ren-sheng,91,Zhengzhou,M,China,Retail,,,2023,4,1900,Fashion & Retail
1575,Charlotte Colket Weber,80,Hobe Sound,F,United States,Campbell Soup,Campbell Soup,Director,2023,4,1900,Food & Beverage
1575,Xie Juhua & family,72,Nanjing,F,China,Pharmaceuticals,,,2023,4,1900,Healthcare
1575,Chuanhua Xu & family,88,Hangzhou,M,China,"Chemicals, logistics",Transfar Group,Founder,2023,4,1900,Manufacturing
1575,Gavril Yushvaev & family,65,,M,Israel,"Precious metals, real estate",,,2023,4,1900,Finance & Investments
1575,Zhang Hongwei,68,Beijing,M,China,"Oil, banking",,,2023,4,1900,Diversified
1575,Anita Zucker,71,Charleston,F,United States,Chemicals,,,2023,4,1900,Manufacturing
1647,Cameron Adams,43,Sydney,M,Australia,Software,,,2023,4,1800,Technology
1647,Will Adderley,51,,M,United Kingdom,Home furnishings,,,2023,4,1800,Fashion & Retail
1647,Faisal Bin Qassim Al Thani,75,Doha,M,Qatar,"Hotels, diversified",,,2023,4,1800,Diversified
1647,Leslie Alexander,79,Houston,M,United States,Sports team,,,2023,4,1800,Sports
1647,Masaaki Arai,57,Tokyo,M,Japan,Home sales,,,2023,4,1800,Real Estate
1647,Sabrina Benetton,49,Treviso,F,Italy,"Fashion retail, investments",,,2023,4,1800,Fashion & Retail
1647,Sanjeev Bikhchandani,59,Delhi,M,India,Internet,,,2023,4,1800,Technology
1647,O. Francis Biondi,58,New York,M,United States,Hedge funds,,,2023,4,1800,Finance & Investments
1647,Alejandro Bulgheroni,78,Manantiales,M,Uruguay,Oil & gas,,,2023,4,1800,Energy
1647,R.G. Chandramogan,74,Chennai,M,India,Dairy,,,2023,4,1800,Food & Beverage
1647,Binod Chaudhary,67,Kathmandu,M,Nepal,Diversified,,,2023,4,1800,Diversified
1647,Parker Conrad,42,San Francisco,M,United States,Software,,,2023,4,1800,Technology
1647,Tim Cook,62,Cupertino,M,United States,Apple,Apple,CEO,2023,4,1800,Technology
1647,Mark Coombs,62,London,M,United Kingdom,Finance,,,2023,4,1800,Finance & Investments
1647,John de Mol,68,Blaricum,M,Netherlands,TV programs,,,2023,4,1800,Media & Entertainment
1647,D. Leopoldo Del Pino,60,Madrid,M,Spain,Construction,,,2023,4,1800,Construction & Engineering
1647,Diao Zhizhong,59,Beijing,M,China,Software,,,2023,4,1800,Technology
1647,Robert Duggan,78,Clearwater,M,United States,Pharmaceuticals,,,2023,4,1800,Healthcare
1647,James France,78,Daytona Beach,M,United States,"Nascar, racing",,,2023,4,1800,Sports
1647,Phillip Frost,86,Miami Beach,M,United States,Pharmaceuticals,,,2023,4,1800,Healthcare
1647,Jayme Garfinkel & family,77,Sao Paulo,M,Brazil,Insurance,,,2023,4,1800,Finance & Investments
1647,Christopher Goldsbury,80,San Antonio,M,United States,Salsa,Silver Ventures,Chief Executive Officer,2023,4,1800,Food & Beverage
1647,Yusuf Hamied,86,Mumbai,M,India,Pharmaceuticals,,,2023,4,1800,Healthcare
1647,Brian Higgins,58,New York,M,United States,Hedge funds,King Street Capital Management,Investor,2023,4,1800,Finance & Investments
1647,Wei Huang,63,Hangzhou,M,China,Real estate,,,2023,4,1800,Real Estate
1647,Yintai Jiang & family,72,Shanghai,M,China,Auto parts,,,2023,4,1800,Automotive
1647,Lei Jin,57,Changchun,M,China,Pharmaceuticals,,,2023,4,1800,Healthcare
1647,Jin Lei & family,68,Beijing,M,China,Medical equipment,,,2023,4,1800,Healthcare
1647,Valentin Kipyatkov,46,Peyia,M,Cyprus,Software,,,2023,4,1800,Technology
1647,Koo Kwang-mo,45,Seoul,M,South Korea,LG,,,2023,4,1800,Diversified
1647,George Kurtz,52,Paradise Valley,M,United States,Security software,,,2023,4,1800,Technology
1647,Joe Lacob,67,Atherton,M,United States,Golden State Warriors,,,2023,4,1800,Sports
1647,Joe Lau,33,Stanford,M,United States,"Blockchain, technology",,,2023,4,1800,Technology
1647,Louise Lindh,43,Stockholm,F,Sweden,Investments,,,2023,4,1800,Diversified
1647,Luo Yangyong & family,47,Panzhihua,M,China,Mining,,,2023,4,1800,Metals & Mining
1647,Joao Roberto Marinho,69,Rio de Janeiro,M,Brazil,Media,,,2023,4,1800,Media & Entertainment
1647,Jose Roberto Marinho,67,Rio de Janeiro,M,Brazil,Media,,,2023,4,1800,Media & Entertainment
1647,Roberto Irineu Marinho,75,Rio de Janeiro,M,Brazil,Media,,,2023,4,1800,Media & Entertainment
1647,Gary Michelson,74,Los Angeles,M,United States,Medical patents,,,2023,4,1800,Healthcare
1647,Robert G. Miller,77,Montreal,M,Canada,Electronics components,Future Electronics,Founder,2023,4,1800,Technology
1647,David Mindus,51,Stockholm,M,Sweden,Real estate,,,2023,4,1800,Real Estate
1647,Adriaan Mol,39,Amsterdam,M,Netherlands,Fintech,,,2023,4,1800,Technology
1647,Mofatraj Munot,78,Mumbai,M,India,Real estate,,,2023,4,1800,Real Estate
1647,Ezra Nahmad,77,Monte Carlo,M,Monaco,Art,,Investor,2023,4,1800,Finance & Investments
1647,Satyanarayan Nuwal,70,Nagpur,M,India,Industrial explosives,,,2023,4,1800,Manufacturing
1647,Maike Oberwelland-Height,,,F,,Candy,,,2023,4,1800,Food & Beverage
1647,Nihat Ozdemir,72,Ankara,M,Turkey,Diversified,,,2023,4,1800,Diversified
1647,Benjamin Zhengmin Pan & family,53,Shenzhen,M,China,Electronics,,,2023,4,1800,Technology
1647,Pierre Karl Péladeau,61,Montreal,M,Canada,Media,,,2023,4,1800,Media & Entertainment
1647,Ronald Perelman,80,New York,M,United States,Leveraged buyouts,,,2023,4,1800,Finance & Investments
1647,Olivier Pomel,46,New York,M,United States,Cloud computing,Datadog,Cofounder,2023,4,1800,Technology
1647,Krit Ratanarak,76,Bangkok,M,Thailand,"Media, real estate",,,2023,4,1800,Media & Entertainment
1647,Vinod Saraf,70,Mumbai,M,India,Chemicals,,,2023,4,1800,Manufacturing
1647,Karin Schick,,Gaildorf,F,Germany,Information technology,,,2023,4,1800,Technology
1647,Anatoly Sedykh,58,Moscow,M,Russia,Steel pipes,,,2023,4,1800,Metals & Mining
1647,Genhuo Shao,57,Beijing,M,China,Agribusiness,,,2023,4,1800,Food & Beverage
1647,Shen Xiqiang & family,75,Yixing,M,China,Chemical,,,2023,4,1800,Energy
1647,S.D. Shibulal,68,Bangalore,M,India,Software services,,,2023,4,1800,Technology
1647,Suh Kyung-bae,60,Seoul,M,South Korea,Cosmetics,Amorepacific Corp. (New),Chairman,2023,4,1800,Fashion & Retail
1647,Bambang Sutantio,64,,M,Indonesia,Dairy & consumer products,,,2023,4,1800,Food & Beverage
1647,Sze Man Bok,73,Jinjiang,M,China,Hygiene products,,,2023,4,1800,Manufacturing
1647,Jim Thompson,83,Hong Kong,M,Hong Kong,Logistics,,,2023,4,1800,Logistics
1647,Tran Dinh Long,62,Hanoi,M,Vietnam,Steel,,,2023,4,1800,Manufacturing
1647,Alan Trefler,67,Brookline,M,United States,Software,,,2023,4,1800,Technology
1647,Riaz Valani,46,Malibu,M,United States,E-cigarettes,,,2023,4,1800,Finance & Investments
1647,Pieter van der Does,53,Amsterdam,M,Netherlands,Payments software,,,2023,4,1800,Technology
1647,Martin Viessmann,69,Allendorf,M,Germany,Heating and cooling equipment,,,2023,4,1800,Manufacturing
1647,Nikil Viswanathan,35,San Francisco,M,United States,Blockchain technology,,,2023,4,1800,Technology
1647,Todd Wagner,62,Dallas,M,United States,Online media,,,2023,4,1800,Media & Entertainment
1647,Evan Williams,51,San Francisco,M,United States,Twitter,Twitter,Cofounder and Director,2023,4,1800,Technology
1647,Kie Chie Wong,75,Sydney,M,Australia,Investments,,,2023,4,1800,Metals & Mining
1647,Thomas Wu,72,Taipei,M,Taiwan,Finance,,,2023,4,1800,Finance & Investments
1647,Wu Yingming,56,Ningde,M,China,Batteries,,,2023,4,1800,Energy
1647,Amy Wyss,52,Wilson,F,United States,Medical equipment,,,2023,4,1800,Healthcare
1647,Yan Zhi,50,Wuhan,M,China,Real estate,,,2023,4,1800,Real Estate
1647,Yoshiaki Yoshida,82,,M,Japan,cosmetics,,,2023,4,1800,Fashion & Retail
1647,Alan Zekelman,60,Bloomfield Hills,M,United States,Steel,,,2023,4,1800,Manufacturing
1647,Zhang Li,70,Guangzhou,M,China,Real estate,,,2023,4,1800,Real Estate
1725,Amy Adams Strunk,67,Nashville,F,United States,Tennessee Titans,Tennessee Titans,Owner,2023,4,1700,Sports
1725,Marc Andreessen,51,Atherton,M,United States,Venture capital investing,Andreessen Horowitz,Investor,2023,4,1700,Finance & Investments
1725,Giovanni Arvedi,85,Cremona,M,Italy,Steel,,,2023,4,1700,Metals & Mining
1725,Lesley Bamberger,57,Amsterdam,M,Netherlands,Real estate,,,2023,4,1700,Real Estate
1725,Bang Si-hyuk,50,Seoul,M,South Korea,Entertainment,,,2023,4,1700,Media & Entertainment
1725,David Booth,77,Austin,M,United States,Mutual funds,Dimensional Fund Advisors,Chairman and CEO,2023,4,1700,Finance & Investments
1725,Jim Breyer,61,Austin,M,United States,Venture capital,Breyer Capital,Investor,2023,4,1700,Technology
1725,Chen Kaichen,,Guangzhou,M,China,Household chemicals,,,2023,4,1700,Manufacturing
1725,Kommer Damen,79,Gorinchem,M,Netherlands,Shipbuilding,,,2023,4,1700,Manufacturing
1725,Carl DeSantis,83,Delray Beach,M,United States,Energy drink,,,2023,4,1700,Food & Beverage
1725,Marek Dospiva,53,Prague,M,Czech Republic,Investments,,,2023,4,1700,Finance & Investments
1725,Keith Dunleavy & family,53,Annapolis,M,United States,Health IT,,,2023,4,1700,Healthcare
1725,John Elkann,47,Turin,M,Italy,"FIAT, investments",,,2023,4,1700,Finance & Investments
1725,Francois Feuillet & family,74,Paris,M,France,"Motorhomes, RVs",,,2023,4,1700,Automotive
1725,Yasuhiro Fukushima,75,Tokyo,M,Japan,Video games,,,2023,4,1700,Media & Entertainment
1725,Mario Gabelli,81,Greenwich,M,United States,Money management,,,2023,4,1700,Finance & Investments
1725,Rolf Gerling,68,Zurich,M,Switzerland,Insurance,,,2023,4,1700,Finance & Investments
1725,John Goff,67,Fort Worth,M,United States,Real estate,,,2023,4,1700,Real Estate
1725,Alexandre Grendene Bartelle,73,Porto Alegre,M,Brazil,Shoes,,,2023,4,1700,Fashion & Retail
1725,Gerry Harvey,83,Sydney,M,Australia,Retail,,,2023,4,1700,Fashion & Retail
1725,He Zhaoxi,49,Shenzhen,M,China,Software,,,2023,4,1700,Technology
1725,William Heinecke,73,Bangkok,M,Thailand,Hotels,,,2023,4,1700,Real Estate
1725,Jay Hennick,66,Toronto,M,Canada,Real estate finance,,,2023,4,1700,Finance & Investments
1725,Ilkka Herlin,64,Helsinki,M,Finland,"Elevators, escalators",,,2023,4,1700,Manufacturing
1725,Asok Kumar Hiranandani,68,Singapore,M,Singapore,Real estate,,,2023,4,1700,Real Estate
1725,Hal Jackman,90,Toronto,M,Canada,"Insurance, investments",,,2023,4,1700,Finance & Investments
1725,Pavan Jain,71,Delhi,M,India,Chemicals,,,2023,4,1700,Manufacturing
1725,Keeree Kanjanapas,72,Bangkok,M,Thailand,Transportation,,,2023,4,1700,Real Estate
1725,Osman Kibar,52,La Jolla,M,United States,Biotech,Samumed,"Founder, CEO",2023,4,1700,Healthcare
1725,Kim Chang-soo,62,Seoul,M,South Korea,Apparel,,,2023,4,1700,Fashion & Retail
1725,Kim Jung-min,21,,F,,Online gaming,,,2023,4,1700,Media & Entertainment
1725,Kim Jung-youn,19,,F,,Online gaming,,,2023,4,1700,Media & Entertainment
1725,Mustafa Kucuk,59,Istanbul,M,Turkey,Fashion retail,,,2023,4,1700,Fashion & Retail
1725,Christopher Kwok,37,Hong Kong,M,Hong Kong,Real estate,,,2023,4,1700,Real Estate
1725,Edward Kwok,42,Hong Kong,M,Hong Kong,Real estate,,,2023,4,1700,Real Estate
1725,Lai Jianfa,53,Shanghai,M,China,Express delivery,,,2023,4,1700,Logistics
1725,Lau Cho Kun,87,"Tawau, Sabah",M,Malaysia,"Palm oil, property",,,2023,4,1700,Diversified
1725,Alexis Lê-Quôc,48,New York,M,United States,Cloud computing,Datadog,Cofounder,2023,4,1700,Technology
1725,Lei Jufang,70,Lanzhou,F,China,Pharmaceuticals,,,2023,4,1700,Healthcare
1725,James Leininger,78,San Antonio,M,United States,Medical products,,,2023,4,1700,Healthcare
1725,Xuhui Li,54,Foshan,F,China,Soy sauce,,,2023,4,1700,Food & Beverage
1725,Jimmy John Liautaud,59,Key Largo,M,United States,Sandwich chain,,,2023,4,1700,Food & Beverage
1725,Lin Lairong & family,54,Bayannur,M,China,Iron ore mining,,,2023,4,1700,Metals & Mining
1725,Lu Di,,Shenzhen,M,China,Drones,,Investor,2023,4,1700,Technology
1725,Palmer Luckey,30,Newport Beach,M,United States,Virtual reality,Oculus VR,Entrepreneur,2023,4,1700,Technology
1725,Duncan MacMillan,85,Princeton,M,United States,Bloomberg LP,,,2023,4,1700,Finance & Investments
1725,Yusaku Maezawa,47,Chiba,M,Japan,Online retail,,,2023,4,1700,Technology
1725,Ilson Mateus & family,60,Sao Luis,M,Brazil,Supermarkets,,,2023,4,1700,Fashion & Retail
1725,Meng Qingshan & family,74,Langfang,M,China,Chemicals,,,2023,4,1700,Manufacturing
1725,Alberto Palatchi,73,Madrid,M,Spain,Wedding dresses,,,2023,4,1700,Fashion & Retail
1725,Mrudula Parekh,75,Mumbai,F,India,Adhesives,,,2023,4,1700,Manufacturing
1725,Dragos Paval,56,Bacau,M,Romania,Retail,,,2023,4,1700,Fashion & Retail
1725,Jorge Perez,73,Miami,M,United States,Real estate,,,2023,4,1700,Real Estate
1725,Dmitry Pumpyansky,59,Moscow,M,Russia,Steel pipes,,,2023,4,1700,Metals & Mining
1725,Jinsheng Ren & family,60,Nanjing,M,China,Pharmaceutical,,,2023,4,1700,Healthcare
1725,Brian Roberts,63,Philadelphia,M,United States,Comcast,Comcast,CEO,2023,4,1700,Media & Entertainment
1725,"Joe Rogers, Jr.",76,Atlanta,M,United States,Waffle House,,,2023,4,1700,Food & Beverage
1725,Ruan Shuilong & family,87,Shangyu,M,China,Chemicals,,,2023,4,1700,Manufacturing
1725,Paul Saville,67,Palm Beach,M,United States,Homebuilder,,,2023,4,1700,Real Estate
1725,Ivan Savvidis & family,64,Rostov-on-Don,M,Russia,Agribusiness,,,2023,4,1700,Diversified
1725,Keiichi Shibahara,58,Tokyo,M,Japan,Healthcare,,,2023,4,1700,Healthcare
1725,Rajju Shroff,89,Mumbai,M,India,Agrochemicals,,,2023,4,1700,Manufacturing
1725,Sun Huaiqing & family,53,Guangzhou,M,China,Cosmetics,,,2023,4,1700,Fashion & Retail
1725,Alain Taravella,75,Paris,M,France,Real estate development,,,2023,4,1700,Real Estate
1725,Jonathan Tisch,69,New York,M,United States,"Insurance, NFL team",,,2023,4,1700,Diversified
1725,Kenneth Tuchman,63,Denver,M,United States,Call centers,,,2023,4,1700,Service
1725,Wang Chou-hsiong,82,Yunlin,M,Taiwan,Footwear,,,2023,4,1700,Manufacturing
1725,Wang Minwen,59,Beijing,M,China,Semiconductor,,,2023,4,1700,Technology
1725,Tom Werner,72,Los Angeles,M,United States,Sports teams,,,2023,4,1700,Sports
1725,Stephen Winn,76,Dallas,M,United States,Real estate services,,,2023,4,1700,Real Estate
1725,Ian Wood & family,80,Aberdeen,M,United Kingdom,Energy services,,,2023,4,1700,Energy
1725,Wu Lanlan & family,49,Shenzhen,F,China,Packaging,,,2023,4,1700,Manufacturing
1725,Xu Bingzhong,49,Shenzhen,M,China,Bars,,,2023,4,1700,Food & Beverage
1725,Yang Xuegang,58,Beijing,M,China,Coking,,,2023,4,1700,Manufacturing
1725,Vladimir Yevtushenkov,74,Moscow,M,Russia,"Telecom, investments",,,2023,4,1700,Telecom
1725,David Zalik,49,Atlanta,M,United States,Financial technology,GreenSky,CEO,2023,4,1700,Technology
1725,Zhang Xiaojuan,53,Shanghai,F,China,Logistics,,,2023,4,1700,Logistics
1725,Zheng Xiaodong,59,Shanghai,M,China,Manufacturing,,,2023,4,1700,Manufacturing
1725,Zhong Ruonong & family,60,Zhuzhou,F,China,Electronics,,,2023,4,1700,Manufacturing
1804,Noubar Afeyan,60,Lexington,M,United States,Biotech,,,2023,4,1600,Healthcare
1804,Syed Mokhtar AlBukhary,71,Kuala Lumpur,M,Malaysia,"Engineering, automotive",,,2023,4,1600,Construction & Engineering
1804,"Herbert Allen, Jr. & family",83,New York,M,United States,Investment banking,,,2023,4,1600,Finance & Investments
1804,Vasily Anisimov,71,,M,Switzerland,Real estate,,,2023,4,1600,Metals & Mining
1804,Clifford Asness,56,Greenwich,M,United States,Money management,AQR Capital Management,,2023,4,1600,Finance & Investments
1804,Louis Bacon,66,Oyster Bay,M,United States,Hedge funds,"Moore Capital Management, LP",Founder,2023,4,1600,Finance & Investments
1804,Bai Baokun,53,Dongguan,M,China,Hardware,,,2023,4,1600,Manufacturing
1804,Alex Birkenstock,54,,M,,Shoes,,,2023,4,1600,Fashion & Retail
1804,Christian Birkenstock,50,Kitzbuhel,M,Austria,Shoes,,,2023,4,1600,Fashion & Retail
1804,Josef Boquoi & family,89,Straelen,M,Germany,Frozen foods,,,2023,4,1600,Food & Beverage
1804,Cai Huabo,47,Jiujiang,M,China,Electronics,,,2023,4,1600,Technology
1804,Chen Tianshi,38,Beijing,M,China,Semiconductors,,,2023,4,1600,Technology
1804,Chen Yung-tai,87,Taipei,M,Taiwan,Real estate,,,2023,4,1600,Real Estate
1804,Chey Tae-won,62,Seoul,M,South Korea,"Oil, semiconductor",SK Holdings,,2023,4,1600,Technology
1804,Ivan Chrenko,55,Bratislava,M,Slovakia,Real estate,,,2023,4,1600,Real Estate
1804,Robert Clark,64,St. Louis,M,United States,Construction,,,2023,4,1600,Construction & Engineering
1804,Jack Cockwell,82,Toronto,M,Canada,"Real estate, private equity",,,2023,4,1600,Finance & Investments
